191 1 3.0221073935597356 2.2742330423806374
191 2 2.658725324358131 2.6027954797259305
191 3 2.8181395077208267 2.3609256746276235
192 1 3.024445372479989 2.586627895758971
192 2 2.6498369952359027 3.117586208066222
192 3 2.107225246638326 3.281056415723418
193 1 2.017629509575102 3.069092276147147
193 2 1.7953095100534677 3.3744332304632363
193 3 1.8753980757097917 3.462923200846086
194 1 1.9233070792299445 3.1205907347804156
194 2 1.9891634516499777 2.720499817767675
194 3 2.1258683716486706 2.5794338764046856
195 1 2.423158262653121 2.7922626337305627
195 2 2.7720789206717353 3.29333492886181
195 3 2.354854279985179 2.668224995842979
196 1 2.4208133215043595 2.098382877295182
196 2 2.7271371499864783 2.397468830016965
196 3 2.5816963979278817 2.902895254594781
197 1 2.49270915799265 2.5960524364105626
197 2 2.02325470044219 2.5128892057758976
197 3 2.0442021929574627 3.0705258464849243
